"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
3274,543037,"Cole, Gerrit",3274,100,0.209,0.182,0.269,0.39,0.283,0.284,0.214,154,738,89.4,12.6,2433,93.1,93.13,535,1577,1697,0,6.42,111,158,122,152,293,327,290
3274,669203,"Burnes, Corbin",3274,100,0.197,0.144,0.259,0.341,0.267,0.273,0.212,144,731,86.9,9.8,2601,91.6,91.86,532,1513,1761,0.30000000000001137,6.38,112,153,120,147,296,318,297
3248,645261,"Alcantara, Sandy",3248,100,0.212,0.112,0.262,0.324,0.26,0.267,0.215,174,820,87.3,5.2,2218,94.4,93.41,440,1733,1514,-1,5.9,110,154,117,151,297,317,294
3152,571945,"Mikolas, Miles",3152,100,0.226,0.146,0.25,0.373,0.279,0.306,0.252,170,751,87.6,10.9,2327,87.8,87.92,285,1541,1611,0.10000000000000853,6.42,115,156,116,149,300,322,301
3133,425794,"Wainwright, Adam",3133,100,0.261,0.121,0.302,0.382,0.306,0.328,0.27,192,736,87.8,11,2411,82,82.13,230,1362,1771,0.09999999999999432,6.41,114,155,116,150,299,321,302
3120,656302,"Cease, Dylan",3120,100,0.19,0.116,0.261,0.306,0.263,0.257,0.184,126,663,86.6,14.9,2654,90.1,89.76,491,1477,1643,-0.29999999999999716,6.05,108,152,111,148,298,325,299
3082,601713,"Pivetta, Nick",3082,100,0.253,0.172,0.3,0.425,0.33,0.332,0.248,175,691,90.7,15.2,2394,87.4,87.78,345,1466,1616,0.3999999999999915,6.7,110,157,117,150,293,328,297
3071,518876,"Kelly, Merrill",3071,100,0.226,0.145,0.269,0.371,0.289,0.296,0.23,167,739,88.1,13.3,2311,90,89.6,351,1490,1580,-0.4000000000000057,6.15,112,153,121,149,301,322,298
3047,592662,"Ray, Robbie",3047,100,0.231,0.191,0.284,0.423,0.315,0.295,0.223,163,705,89.5,14.6,2222,90.8,90.88,470,1569,1478,0.10000000000000853,6.46,109,152,120,145,294,322,286
3039,605400,"Nola, Aaron",3039,100,0.219,0.128,0.291,0.347,0.264,0.259,0.211,168,766,87.1,12.1,2234,87.5,88.17,420,1504,1535,0.7000000000000028,6.89,111,152,120,145,296,325,293
3018,664285,"Valdez, Framber",3018,100,0.223,0.082,0.286,0.305,0.272,0.284,0.227,166,745,89.3,-3.9,2380,88.2,87.3,363,1417,1601,-0.9000000000000057,5.91,110,154,115,148,294,322,291
3015,669302,"Gilbert, Logan",3015,100,0.242,0.148,0.294,0.39,0.299,0.314,0.253,170,702,90.1,14,2137,91.2,92.97,367,1518,1497,1.7999999999999972,7.32,112,153,119,148,292,324,297
3006,657277,"Webb, Logan",3006,100,0.24,0.106,0.294,0.346,0.283,0.295,0.247,174,726,88.3,2.6,2011,87.1,87.9,341,1421,1585,0.8000000000000114,6.73,111,152,115,149,297,324,296
2988,543475,"Lyles, Jordan",2988,100,0.276,0.177,0.313,0.454,0.341,0.341,0.267,196,710,88.3,15.2,2247,86.3,86.97,302,1382,1606,0.7000000000000028,6.77,109,158,115,149,301,324,296
2985,607074,"Rodón, Carlos",2985,100,0.202,0.106,0.295,0.308,0.255,0.254,0.198,131,649,88.5,19.1,2374,91.3,91.1,464,1488,1497,-0.20000000000000284,6.2,109,153,115,148,298,321,290
2979,527048,"Perez, Martin",2979,100,0.241,0.095,0.298,0.336,0.289,0.295,0.242,178,738,87,7.7,1986,89.1,88.48,278,1325,1654,-0.5999999999999943,5.92,112,153,117,148,302,322,294
2971,506433,"Darvish, Yu",2971,100,0.207,0.124,0.251,0.331,0.259,0.291,0.227,148,715,88.1,16.7,2511,88.2,88.74,371,1476,1495,0.5,6.62,113,163,118,152,296,320,301
2949,666201,"Manoah, Alek",2949,100,0.202,0.112,0.245,0.314,0.261,0.284,0.224,144,713,87,16.7,2238,89.5,89.88,363,1461,1488,0.4000000000000057,6.66,111,161,117,151,290,320,297
2935,668678,"Gallen, Zac",2935,100,0.186,0.121,0.237,0.307,0.25,0.278,0.213,121,651,87.1,10.4,2317,89.6,89.88,320,1391,1544,0.30000000000001137,6.57,112,153,122,150,300,322,297
2920,615698,"Quantrill, Cal",2920,100,0.254,0.135,0.28,0.389,0.305,0.321,0.258,178,702,86.9,13.2,2101,90.3,90.56,263,1421,1498,0.29999999999999716,6.36,110,154,118,150,292,315,292
2910,641154,"López, Pablo",2910,100,0.234,0.17,0.283,0.404,0.305,0.301,0.239,157,671,87.7,11.1,2126,89.9,90.73,406,1443,1467,0.7999999999999972,6.88,111,153,118,151,296,316,293
2903,450203,"Morton, Charlie",2903,100,0.233,0.178,0.293,0.411,0.32,0.314,0.228,149,640,89,13.7,2616,88.4,88.07,386,1323,1580,-0.30000000000001137,6.19,113,152,124,147,303,325,302
2886,605135,"Bassitt, Chris",2886,100,0.234,0.125,0.282,0.359,0.291,0.29,0.228,159,680,85.3,10.8,2199,86.5,86.29,316,1341,1545,-0.20000000000000284,6.21,111,156,117,148,299,327,301
2875,669456,"Bieber, Shane",2875,100,0.23,0.116,0.288,0.347,0.269,0.292,0.245,172,747,89.5,9.7,2326,87,87.65,425,1430,1445,0.7000000000000028,6.63,111,156,117,150,296,317,293
2839,607536,"Freeland, Kyle",2839,100,0.281,0.175,0.319,0.456,0.346,0.346,0.271,193,687,89.3,12.4,2263,86.6,87.25,280,1349,1490,0.7000000000000028,6.55,109,153,121,147,306,331,300
2839,608566,"Márquez, Germán",2839,100,0.263,0.205,0.292,0.467,0.341,0.327,0.256,185,704,90.2,9,2265,91.6,90.57,324,1411,1428,-1,5.53,112,151,118,148,303,329,304
2838,594835,"Gonzales, Marco",2838,100,0.271,0.187,0.278,0.457,0.337,0.33,0.267,194,717,86.3,14.4,2051,83.6,83.74,264,1446,1392,0.10000000000000853,6.39,108,152,119,145,296,320,287
2834,605397,"Musgrove, Joe",2834,100,0.227,0.156,0.277,0.383,0.292,0.282,0.225,154,679,85.9,11.2,2587,87.3,86.74,337,1319,1514,-0.5999999999999943,6.01,114,164,118,151,295,319,300
2818,608331,"Fried, Max",2818,100,0.225,0.094,0.28,0.319,0.255,0.264,0.227,156,692,85.6,7.2,2201,87.4,87.48,362,1400,1418,0.09999999999999432,6.3,110,153,120,150,308,324,294
2807,663474,"McKenzie, Triston",2807,100,0.201,0.157,0.238,0.358,0.268,0.293,0.222,138,688,89.4,18.8,2262,88.5,89.09,394,1478,1329,0.5999999999999943,6.69,110,156,120,150,295,317,293
2805,592791,"Taillon, Jameson",2805,100,0.246,0.184,0.278,0.43,0.308,0.317,0.26,168,684,87.9,14.2,2425,89.8,90.15,317,1378,1426,0.4000000000000057,6.57,111,155,120,150,294,326,290
2783,592332,"Gausman, Kevin",2783,100,0.272,0.128,0.364,0.4,0.304,0.285,0.242,188,690,88.6,12.1,2000,89.8,89.83,457,1556,1227,0,6.43,109,158,119,149,296,322,297
2753,608337,"Giolito, Lucas",2753,100,0.272,0.183,0.34,0.455,0.344,0.318,0.249,171,628,88.5,12.6,1943,87.3,88.09,371,1304,1449,0.7999999999999972,6.8,109,152,112,149,299,328,298
2739,502043,"Gibson, Kyle",2739,100,0.268,0.166,0.309,0.434,0.331,0.326,0.262,176,656,88.1,9.9,2246,87.9,88.54,333,1329,1410,0.5999999999999943,6.71,110,151,118,145,297,327,292
2724,500779,"Quintana, Jose",2724,100,0.246,0.097,0.303,0.343,0.286,0.305,0.257,154,626,86.3,9.8,1982,86.7,86.94,310,1305,1419,0.20000000000000284,6.44,107,153,117,148,305,321,295
2721,621244,"Berríos, José",2721,100,0.288,0.178,0.329,0.465,0.35,0.346,0.275,199,692,89.4,13.5,2112,89.1,89.03,281,1323,1398,-0.09999999999999432,6.4,109,161,118,150,293,321,300
2715,656756,"Montgomery, Jordan",2715,100,0.235,0.149,0.277,0.384,0.291,0.31,0.258,159,677,87.6,9.3,2127,87.6,88.13,377,1375,1340,0.5,6.64,110,153,120,149,298,323,290
2715,518516,"Bumgarner, Madison",2715,100,0.281,0.206,0.307,0.487,0.357,0.358,0.276,179,637,89.6,16.5,2173,86.8,86.97,238,1314,1401,0.20000000000000284,6.55,108,151,120,147,301,321,295
2697,657140,"Wright, Kyle",2697,100,0.232,0.119,0.284,0.351,0.288,0.306,0.244,156,672,88.8,4.3,2364,90,90.37,347,1317,1380,0.4000000000000057,6.54,113,152,120,149,303,325,302
2676,641778,"Lauer, Eric",2676,100,0.228,0.182,0.262,0.41,0.31,0.311,0.24,135,592,88.1,17.6,2285,88.9,88.45,302,1248,1428,-0.4000000000000057,6.17,107,152,119,146,298,320,295
2661,656605,"Keller, Mitch",2661,100,0.266,0.122,0.321,0.388,0.323,0.318,0.253,162,609,87.4,7.5,2428,89.9,89.82,260,1214,1447,-0.10000000000000853,6.33,106,152,116,150,305,323,299
2640,664353,"Urquidy, José",2640,100,0.244,0.194,0.264,0.438,0.316,0.329,0.256,154,630,89.5,17,2304,88.2,87.33,306,1373,1267,-0.9000000000000057,5.93,113,156,117,149,295,324,292
2629,660271,"Ohtani, Shohei",2629,100,0.203,0.113,0.289,0.316,0.255,0.256,0.204,124,610,87.1,14.5,2243,89.3,90.04,425,1287,1342,0.7000000000000028,6.78,113,154,114,153,295,322,293
2623,571578,"Corbin, Patrick",2623,100,0.321,0.192,0.365,0.513,0.383,0.381,0.304,210,655,90.4,11.3,2076,88.6,89.27,258,1244,1379,0.7000000000000028,6.76,111,153,120,146,302,319,294
2622,628711,"Urías, Julio",2622,100,0.199,0.149,0.229,0.347,0.263,0.262,0.205,127,639,86.2,16.5,2552,87.8,86.99,322,1358,1264,-0.7999999999999972,5.71,108,155,118,148,300,315,288
2610,608344,"Irvin, Cole",2610,100,0.251,0.165,0.274,0.416,0.306,0.324,0.258,174,693,88.8,15.5,1912,86.4,86.49,278,1357,1253,0.09999999999999432,6.37,110,152,117,149,302,322,294
2607,434378,"Verlander, Justin",2607,100,0.186,0.085,0.24,0.27,0.222,0.255,0.207,116,625,87.4,16.7,2460,89.6,89.01,339,1399,1208,-0.5999999999999943,6.07,114,154,115,149,293,322,293
2597,680686,"Gray, Josiah",2597,100,0.239,0.25,0.257,0.489,0.35,0.319,0.219,136,569,86.9,19,2227,88.8,87.34,313,1163,1433,-1.5,5.53,114,155,123,146,300,319,298
2576,542881,"Anderson, Tyler",2576,100,0.221,0.129,0.257,0.35,0.271,0.275,0.225,145,657,84.5,16.4,2150,85.6,85.32,329,1358,1218,-0.29999999999999716,6.1,108,154,117,147,301,314,289
2564,624133,"Suárez, Ranger",2564,100,0.249,0.147,0.294,0.396,0.314,0.302,0.241,149,598,87.1,4.7,1864,89.1,88.79,249,1167,1397,-0.29999999999999716,6.17,108,150,118,145,301,326,288
2554,664299,"Javier, Cristian",2554,100,0.17,0.135,0.229,0.305,0.251,0.244,0.168,89,524,87.4,24.7,2467,88.2,87.44,382,1256,1298,-0.7999999999999972,5.98,115,157,118,150,294,324,293
2548,641540,"Dunning, Dane",2548,100,0.268,0.175,0.314,0.443,0.344,0.327,0.25,158,589,87.1,5,2014,85.1,85.37,276,1131,1416,0.30000000000001137,6.57,114,154,118,149,300,322,297
2538,605540,"Woodruff, Brandon",2538,100,0.215,0.151,0.287,0.366,0.282,0.277,0.212,122,568,88.3,16.5,2306,92,92.47,390,1253,1285,0.5,6.6,112,153,120,146,295,318,297
2506,622491,"Castillo, Luis",2506,100,0.212,0.12,0.276,0.332,0.273,0.284,0.223,118,557,88.3,9.9,2230,92.9,91.67,344,1239,1267,-1.2000000000000028,5.59,114,152,118,147,293,321,292
2500,592836,"Walker, Taijuan",2500,100,0.24,0.124,0.284,0.364,0.293,0.308,0.245,143,596,89.1,11.2,2000,88.8,88.25,279,1183,1317,-0.5999999999999943,5.97,112,157,118,149,300,328,301
2482,640455,"Manaea, Sean",2482,100,0.254,0.201,0.292,0.455,0.33,0.312,0.24,155,611,89.6,15.9,1870,88.2,89.46,325,1275,1207,1.2999999999999972,7.19,110,156,118,149,301,319,298
2468,677651,"Garcia, Luis",2468,100,0.222,0.177,0.261,0.399,0.295,0.295,0.228,131,589,88.2,16.8,2384,87.6,87.14,352,1208,1260,-0.5,6.1,114,156,114,149,294,324,293
2465,641482,"Cortes, Nestor",2465,100,0.189,0.124,0.232,0.313,0.245,0.257,0.204,108,572,87.9,19.2,2305,87.1,86.3,304,1245,1220,-0.7999999999999972,5.77,110,160,121,151,299,327,287
2463,663556,"McClanahan, Shane",2463,100,0.194,0.122,0.252,0.317,0.248,0.261,0.207,116,597,87.3,7.8,2217,89.8,90.51,418,1220,1243,0.7000000000000028,6.84,103,153,113,148,304,327,296
2456,663776,"Sandoval, Patrick",2456,100,0.246,0.087,0.32,0.333,0.294,0.307,0.246,139,565,86.7,10.6,2134,87.5,87.03,350,1185,1271,-0.5,6.03,109,152,115,149,297,322,291
2454,446372,"Kluber, Corey",2454,100,0.274,0.151,0.318,0.425,0.316,0.31,0.261,178,650,86.2,17.5,2290,85.2,85.22,300,1257,1197,0,6.37,108,159,113,150,300,325,297
2435,663738,"Lynch, Daniel",2435,100,0.29,0.166,0.337,0.456,0.352,0.345,0.277,155,535,90.7,12.3,2007,89.2,90.22,309,1215,1220,1,6.86,106,153,117,147,305,324,298
2420,607200,"Fedde, Erick",2420,100,0.293,0.177,0.321,0.47,0.362,0.356,0.284,149,508,89.1,13.1,2079,87.3,87.85,191,1041,1379,0.5,6.61,112,155,122,146,299,319,297
2418,502171,"Cobb, Alex",2418,100,0.262,0.088,0.338,0.35,0.296,0.277,0.235,152,580,88.4,1.1,1952,90.9,90.26,270,1089,1329,-0.6000000000000085,5.87,109,153,117,147,298,324,296
2412,471911,"Carrasco, Carlos",2412,100,0.272,0.153,0.338,0.425,0.327,0.313,0.253,161,593,88.2,9.5,2088,89.1,89.15,347,1256,1156,0.10000000000000853,6.3,112,156,117,149,299,330,302
2391,657746,"Ryan, Joe",2391,100,0.211,0.168,0.253,0.379,0.294,0.294,0.215,115,546,87.4,23.4,2186,87.8,87.82,312,1219,1172,0,6.29,111,159,118,151,298,330,294
2381,664141,"Brubaker, JT",2381,100,0.271,0.162,0.334,0.433,0.339,0.329,0.257,157,580,89.6,10.8,2454,88.7,87.61,302,1105,1276,-1.1000000000000085,5.64,107,152,115,149,303,323,300
2376,663903,"Singer, Brady",2376,100,0.246,0.132,0.303,0.378,0.3,0.309,0.247,140,569,88.5,7.9,2309,90.1,90.8,241,1053,1323,0.7000000000000028,6.66,111,158,117,149,299,326,303
2375,641771,"Kuhl, Chad",2375,100,0.284,0.216,0.313,0.5,0.368,0.352,0.272,155,546,89.9,15.6,2336,88.6,88.82,255,1081,1291,0.20000000000000284,6.36,111,151,118,148,304,330,303
2372,456501,"Cueto, Johnny",2372,100,0.267,0.142,0.296,0.409,0.31,0.311,0.263,161,604,87.2,12.9,2002,87.3,86.32,208,1182,1190,-1,5.61,109,152,112,149,295,324,296
2358,554430,"Wheeler, Zack",2358,100,0.221,0.131,0.287,0.352,0.275,0.275,0.226,125,565,85.6,11.3,2396,92.6,94.14,299,1190,1168,1.5,7.23,111,150,117,145,295,325,291
2341,605483,"Snell, Blake",2341,100,0.216,0.126,0.308,0.342,0.282,0.279,0.207,103,476,89.7,16.8,2376,91.5,92.11,368,1122,1219,0.5999999999999943,6.74,110,156,118,149,298,320,299
2327,593423,"Montas, Frankie",2327,100,0.249,0.153,0.301,0.402,0.309,0.311,0.242,137,550,87,10.6,2116,91.6,91.02,329,1194,1133,-0.5999999999999943,5.92,112,155,119,147,293,319,294
2292,605200,"Davies, Zach",2292,100,0.241,0.172,0.258,0.412,0.315,0.329,0.25,122,507,86.5,12.4,1984,85.2,84.6,207,967,1324,-0.6000000000000085,6.01,110,152,120,148,302,322,298
2277,675911,"Strider, Spencer",2277,100,0.18,0.084,0.292,0.264,0.235,0.242,0.179,86,478,88,14,2345,94.4,95.45,397,1138,1139,1.0999999999999943,6.92,114,152,124,150,305,324,302
2275,641745,"Keller, Brad",2275,100,0.277,0.15,0.311,0.427,0.337,0.323,0.256,153,553,89.1,6.5,2362,91.3,91.04,239,1110,1165,-0.29999999999999716,5.95,109,155,115,147,300,324,303
2272,425844,"Greinke, Zack",2272,100,0.286,0.131,0.306,0.417,0.321,0.336,0.284,157,549,88.7,12.4,2233,84.2,83.77,182,1049,1223,-0.4000000000000057,5.9,110,156,118,148,302,326,301
2262,663460,"Bubic, Kris",2262,100,0.306,0.169,0.353,0.475,0.371,0.362,0.286,156,510,89.4,10.1,2114,86.1,86.45,226,1063,1199,0.30000000000001137,6.54,107,154,116,147,301,324,300
2253,641712,"Hudson, Dakota",2253,100,0.273,0.103,0.303,0.375,0.326,0.343,0.276,141,517,88.6,6.2,2187,88.9,89.1,175,992,1261,0.19999999999998863,6.3,112,154,113,148,299,322,302
2239,622072,"Wood, Alex",2239,100,0.262,0.145,0.317,0.407,0.315,0.31,0.248,132,504,88.4,8.2,1981,88.3,88.16,269,1077,1162,-0.09999999999999432,6.22,108,152,116,147,300,322,292
2239,656876,"Rasmussen, Drew",2239,100,0.222,0.125,0.264,0.347,0.27,0.29,0.238,121,545,88.7,9.8,2498,90.5,90.61,299,1184,1054,0.09999999999999432,6.48,108,154,112,150,302,326,299
2230,621076,"Kaprielian, James",2230,100,0.239,0.176,0.264,0.414,0.322,0.332,0.254,121,507,88,16.5,2065,89.2,88.65,226,1066,1164,-0.5,6.05,112,154,117,150,295,319,296
2229,657248,"Otto, Glenn",2229,100,0.236,0.166,0.257,0.402,0.325,0.343,0.247,119,505,88.4,12.7,2332,87.2,87.83,233,1007,1222,0.5999999999999943,6.79,113,154,118,149,298,320,296
2204,623167,"Flexen, Chris",2204,100,0.25,0.159,0.273,0.408,0.315,0.331,0.256,132,529,88.2,17.8,2124,87.1,86.54,234,1076,1128,-0.5999999999999943,5.98,110,152,118,146,290,323,296
2200,668881,"Greene, Hunter",2200,100,0.222,0.198,0.281,0.42,0.318,0.31,0.22,104,469,89.4,20.3,2346,94,94.11,343,1074,1126,0.09999999999999432,6.38,116,153,121,147,293,320,294
2181,573186,"Stroman, Marcus",2181,100,0.234,0.143,0.272,0.377,0.291,0.308,0.254,123,525,88.5,7,2360,89.2,88.62,224,1000,1181,-0.6000000000000085,5.77,108,152,117,155,298,320,294
2181,672282,"Detmers, Reid",2181,100,0.231,0.147,0.278,0.377,0.3,0.312,0.243,110,477,89,16.4,2106,86.7,85.55,267,1054,1127,-1.2000000000000028,5.67,110,152,115,149,296,322,291
2180,605164,"Bundy, Dylan",2180,100,0.271,0.188,0.285,0.459,0.329,0.322,0.263,151,558,88.6,18.3,2146,83.4,82.68,240,1137,1043,-0.7000000000000028,5.83,110,158,118,150,298,328,294
2167,453286,"Scherzer, Max",2167,100,0.207,0.113,0.279,0.319,0.254,0.265,0.202,108,523,86.9,20.6,2278,88.4,87.92,346,1132,1035,-0.5,6.19,113,157,118,149,299,329,299
2153,668676,"Plesac, Zach",2153,100,0.26,0.166,0.288,0.426,0.324,0.351,0.278,136,524,89.1,12.7,2030,87.6,87.31,244,1109,1044,-0.29999999999999716,6.11,109,157,118,150,293,319,296
2149,605488,"Springs, Jeffrey",2149,100,0.222,0.131,0.28,0.353,0.272,0.282,0.231,114,513,87.2,14.9,1947,86.4,86.47,319,1081,1068,0.09999999999999432,6.45,105,155,113,149,301,325,297
2101,641816,"Mahle, Tyler",2101,100,0.23,0.166,0.279,0.396,0.303,0.291,0.214,104,452,88.3,17.2,2236,89.3,89.82,255,952,1149,0.5,6.6,115,155,120,147,291,320,292
2092,669923,"Kirby, George",2092,100,0.264,0.129,0.332,0.393,0.302,0.284,0.233,135,511,88.8,11,2126,90.8,91.44,233,1101,991,0.6000000000000085,6.63,111,152,117,147,292,322,298
2080,605507,"Thompson, Zach",2080,100,0.28,0.166,0.309,0.446,0.346,0.347,0.281,138,493,88,11.1,2344,86.6,86.61,234,977,1102,0,6.21,108,151,115,149,301,322,299
2062,592351,"Gray, Jon",2062,100,0.222,0.153,0.271,0.375,0.292,0.295,0.23,105,472,87.7,11.1,2150,90.5,90.69,261,1008,1054,0.20000000000000284,6.47,114,154,120,149,298,321,295
2059,596295,"Gomber, Austin",2059,100,0.281,0.199,0.31,0.48,0.347,0.33,0.267,137,488,87.6,11.8,2182,85.2,85.79,221,1008,1051,0.5999999999999943,6.51,108,152,120,146,305,330,299
2033,548389,"Stripling, Ross",2033,100,0.229,0.125,0.269,0.354,0.268,0.294,0.251,117,511,88.6,12.2,2057,86.6,86.04,246,1047,986,-0.5999999999999943,5.96,110,163,120,151,294,320,299
2032,657006,"Steele, Justin",2032,100,0.244,0.095,0.318,0.339,0.296,0.295,0.237,111,454,86.9,7.3,2532,88.5,88.64,231,961,1071,0.09999999999999432,6.26,106,151,115,149,300,319,291
2026,592789,"Syndergaard, Noah",2026,100,0.263,0.145,0.296,0.408,0.312,0.325,0.265,138,525,86.6,11.8,2017,88.8,89.39,203,1010,1011,0.6000000000000085,6.68,112,151,114,151,295,323,293
2022,458681,"Lynn, Lance",2022,100,0.247,0.16,0.294,0.407,0.304,0.296,0.243,119,481,88.1,14.2,2454,90.3,90.47,302,1058,964,0.20000000000000284,6.33,109,154,112,149,295,325,295
2015,664062,"Gonsolin, Tony",2015,100,0.172,0.127,0.207,0.299,0.238,0.276,0.22,79,458,88.8,13.7,2137,87.8,87.4,270,1002,1013,-0.3999999999999915,5.98,112,158,121,150,296,316,295
2011,656629,"Kopech, Michael",2011,100,0.198,0.149,0.223,0.347,0.286,0.308,0.216,85,429,89.7,18.1,2467,90.2,90.45,218,901,1109,0.29999999999999716,6.61,110,152,111,149,299,327,299
2005,666120,"Anderson, Ian",2005,100,0.264,0.144,0.313,0.408,0.333,0.323,0.254,115,436,89.1,8.4,1786,89.8,90.49,267,940,1065,0.7000000000000028,6.9,111,152,120,148,305,326,302
1993,680694,"Bradish, Kyle",1993,100,0.265,0.154,0.314,0.419,0.334,0.327,0.253,119,449,89.6,8.4,2304,90.5,90.84,214,905,1088,0.29999999999999716,6.53,108,155,116,149,302,322,295
1990,448179,"Hill, Rich",1990,100,0.258,0.174,0.305,0.432,0.325,0.313,0.24,125,484,87.5,14.3,2406,79.5,78.96,207,943,1047,-0.5,6.12,105,153,116,149,289,325,293
1949,608379,"Wacha, Michael",1949,100,0.233,0.176,0.26,0.41,0.301,0.329,0.254,111,476,88.2,12.8,1944,88.3,88.74,204,984,965,0.4000000000000057,6.6,110,159,116,150,292,328,296
1947,665152,"Kremer, Dean",1947,100,0.262,0.128,0.3,0.39,0.312,0.326,0.265,123,469,87.9,14.3,2258,88.1,87.93,219,987,960,-0.19999999999998863,6.28,109,157,116,150,300,322,296
1940,669432,"Rogers, Trevor",1940,100,0.274,0.194,0.33,0.468,0.354,0.338,0.263,116,423,88,12.1,2047,89.5,89.73,244,950,990,0.20000000000000284,6.71,104,152,118,149,301,316,291
1931,605182,"Clevinger, Mike",1931,100,0.233,0.178,0.25,0.412,0.314,0.332,0.247,102,437,87.9,18.5,2272,88.4,88.96,226,931,999,0.5999999999999943,6.81,114,163,117,151,295,319,300
1914,669373,"Skubal, Tarik",1914,100,0.237,0.135,0.301,0.372,0.289,0.285,0.231,104,438,88.9,10.7,2045,90.1,89.99,256,970,944,-0.09999999999999432,6.22,108,154,114,147,302,328,293
1889,656849,"Peterson, David",1889,100,0.236,0.142,0.315,0.378,0.313,0.308,0.231,93,394,89.3,7.6,2093,88.9,89.86,255,843,1046,1,7.03,108,153,117,147,300,327,298
1878,676879,"Ashby, Aaron",1878,100,0.254,0.163,0.325,0.416,0.331,0.301,0.222,106,418,85.9,1.8,2225,88.7,87.38,244,830,1048,-1.2999999999999972,5.52,107,150,117,146,296,318,296
1878,624522,"Thompson, Keegan",1878,100,0.239,0.172,0.282,0.411,0.322,0.326,0.241,103,431,88.7,12.9,2446,89.8,86.44,212,867,1011,-3.3999999999999915,6.23,109,152,117,154,300,322,293
1873,502179,"Espino, Paolo",1873,100,0.287,0.206,0.31,0.493,0.35,0.336,0.271,131,456,88.4,13.5,2501,81.5,81.52,180,842,1031,0,6.49,114,156,125,146,301,320,299
1872,543243,"Gray, Sonny",1872,100,0.224,0.125,0.278,0.349,0.283,0.298,0.24,99,441,87.9,11.9,2613,86.8,86.95,178,813,1059,0.20000000000000284,6.46,110,157,117,150,295,328,290
1848,605288,"Houser, Adrian",1848,100,0.258,0.13,0.289,0.388,0.317,0.341,0.272,103,400,88.2,9.7,2066,90.4,90.81,136,797,1051,0.3999999999999915,6.58,110,152,119,145,296,318,296
1843,579328,"Kikuchi, Yusei",1843,100,0.243,0.251,0.293,0.493,0.366,0.361,0.247,93,383,91.5,9.7,2200,91.1,91.82,271,875,968,0.7000000000000028,6.84,107,153,120,147,303,321,294
1842,477132,"Kershaw, Clayton",1842,100,0.206,0.103,0.269,0.31,0.245,0.248,0.212,96,465,86.8,11.3,2476,86.1,86.2,270,935,907,0.10000000000000853,6.35,108,155,116,146,300,313,291
1825,669060,"Wilson, Bryse",1825,100,0.287,0.198,0.305,0.485,0.356,0.358,0.291,132,460,90.6,11.3,1980,87.9,88.32,155,873,952,0.3999999999999915,6.51,108,151,115,149,300,323,299
1814,592767,"Smyly, Drew",1814,100,0.243,0.178,0.275,0.422,0.312,0.316,0.249,101,415,86.6,16.3,2127,85.8,85.08,245,944,870,-0.7000000000000028,5.78,108,153,116,150,301,321,292
1802,596001,"Junis, Jakob",1802,100,0.269,0.175,0.318,0.444,0.328,0.316,0.262,120,446,88.5,11.7,2209,86.2,85.54,177,823,979,-0.7000000000000028,5.81,112,153,117,149,299,326,298
1798,543606,"Odorizzi, Jake",1798,100,0.258,0.144,0.293,0.401,0.315,0.314,0.255,106,411,87.7,19.5,1990,88.5,88.24,200,901,897,-0.29999999999999716,6.13,114,155,122,148,298,322,297
1796,669169,"Heasley, Jonathan",1796,100,0.267,0.21,0.276,0.478,0.355,0.353,0.268,108,404,90.1,14.6,2271,88,87.41,160,827,969,-0.5999999999999943,6.23,108,157,116,149,299,324,303
1787,502042,"Archer, Chris",1787,100,0.228,0.163,0.26,0.391,0.312,0.337,0.26,87,381,89.4,10.7,2249,89.6,89.6,193,797,990,0,6.18,111,157,117,150,299,332,289
1787,621368,"Hearn, Taylor",1787,100,0.268,0.16,0.327,0.427,0.337,0.337,0.265,107,400,89,14.9,2202,91.3,91.11,191,859,928,-0.20000000000000284,6.35,112,153,119,148,299,322,294
1783,660761,"Suarez, José",1783,100,0.243,0.161,0.29,0.404,0.309,0.298,0.234,103,423,88.3,11.9,2172,86,85.6,223,911,872,-0.4000000000000057,6.11,111,152,115,150,297,322,291
1779,666157,"Lodolo, Nick",1779,100,0.235,0.157,0.322,0.392,0.325,0.309,0.215,90,383,88.7,11.9,2414,89.7,89.77,243,804,975,0.09999999999999432,6.45,111,150,119,146,293,316,284
1762,621112,"Blackburn, Paul",1762,100,0.255,0.186,0.291,0.441,0.326,0.315,0.259,110,431,87.8,8.6,2219,87.2,87.24,185,784,978,0,6.29,113,154,118,148,295,319,296
1762,608723,"Voth, Austin",1762,100,0.275,0.156,0.32,0.432,0.331,0.324,0.256,111,403,88.2,16.4,2585,87.1,86.58,208,844,918,-0.5,6.19,109,157,119,149,301,322,296
1759,571800,"Hutchison, Drew",1759,100,0.273,0.158,0.295,0.432,0.338,0.354,0.276,114,417,89.5,13.8,2330,89.5,89.06,168,839,920,-0.4000000000000057,5.98,109,155,114,146,300,330,292
